Code INSEE région;Région;Date;Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Total gen (MW)
11;Île-de-France;2024-01-18;00:00;11026;487;0;24;0;6;0;122;10388;0;0;24;0;639
93;Provence-Alpes-Côte d'Azur;2024-01-18;00:00;5354;1620;0;1;0;1712;0;96;1926;0;0;1;0;3429
27;Bourgogne-Franche-Comté;2024-01-18;00:00;2642;106;0;757;0;112;0;55;1613;0;0;757;0;1030
32;Hauts-de-France;2024-01-18;00:00;6959;1284;4389;433;0;2;0;135;716;0;0;433;0;6243
76;Occitanie;2024-01-18;00:00;5015;74;1789;218;0;1780;0;116;1039;0;0;218;0;3977
52;Pays de la Loire;2024-01-18;00:00;3769;572;0;1129;0;3;0;58;2007;0;0;803;326;1762
28;Normandie;2024-01-18;00:00;4469;355;10367;181;0;16;0;75;-6524;0;0;116;65;10994
75;Nouvelle-Aquitaine;2024-01-18;00:00;5274;199;5779;1420;0;922;0;130;-3174;0;0;1420;0;8450
44;Grand Est;2024-01-18;00:00;5860;2052;10041;703;0;1009;-316;157;-7787;0;0;703;0;13646
53;Bretagne;2024-01-18;00:00;3782;690;0;968;0;22;-18;54;2066;0;0;829;140;1716
24;Centre-Val de Loire;2024-01-18;00:00;2707;90;8486;497;0;16;0;58;-6440;0;0;497;0;9147
84;Auvergne-Rhône-Alpes;2024-01-18;00:00;8252;574;9850;260;0;4054;-3;132;-6615;0;0;260;0;14867
11;Île-de-France;2024-01-18;00:30;10831;484;0;21;0;6;0;123;10201;0;0;21;0;634
27;Bourgogne-Franche-Comté;2024-01-18;00:30;2580;106;0;770;0;112;0;54;1537;0;0;770;0;1042
24;Centre-Val de Loire;2024-01-18;00:30;2772;90;8483;406;0;15;0;58;-6281;0;0;406;0;9052
28;Normandie;2024-01-18;00:30;4424;349;10368;164;0;16;0;74;-6547;0;0;100;64;10971
44;Grand Est;2024-01-18;00:30;5835;1385;10043;711;0;1009;-350;156;-7122;0;0;711;0;12954
53;Bretagne;2024-01-18;00:30;3787;552;0;958;0;22;-50;56;2249;0;0;819;140;1538
52;Pays de la Loire;2024-01-18;00:30;3734;579;0;1176;0;2;0;55;1921;0;0;818;358;1812
93;Provence-Alpes-Côte d'Azur;2024-01-18;00:30;5054;1778;0;1;0;1686;0;96;1494;0;0;1;0;3561
75;Nouvelle-Aquitaine;2024-01-18;00:30;5246;200;5778;1459;0;1059;0;130;-3380;0;0;1459;0;8626
76;Occitanie;2024-01-18;00:30;4756;74;1785;197;0;2175;0;115;411;0;0;197;0;4346
84;Auvergne-Rhône-Alpes;2024-01-18;00:30;8315;353;9846;294;0;4477;-3;133;-6784;0;0;294;0;15100
32;Hauts-de-France;2024-01-18;00:30;6908;1532;4390;452;0;2;0;137;390;0;0;452;0;6513
93;Provence-Alpes-Côte d'Azur;2024-01-18;01:00;4850;1728;0;1;0;1665;0;95;1363;0;0;1;0;3489
27;Bourgogne-Franche-Comté;2024-01-18;01:00;2524;106;0;809;0;111;0;54;1444;0;0;809;0;1080
44;Grand Est;2024-01-18;01:00;5607;722;10043;728;0;1009;-351;155;-6704;0;0;728;0;12306
32;Hauts-de-France;2024-01-18;01:00;6862;1173;4390;467;0;2;0;136;694;0;0;467;0;6168
76;Occitanie;2024-01-18;01:00;4512;74;1785;217;0;1686;0;116;634;0;0;217;0;3878
52;Pays de la Loire;2024-01-18;01:00;3600;578;0;1162;0;2;0;54;1803;0;0;804;358;1796
11;Île-de-France;2024-01-18;01:00;10413;484;0;24;0;6;0;121;9786;0;0;24;0;635
75;Nouvelle-Aquitaine;2024-01-18;01:00;5004;200;5776;1511;0;863;0;133;-3478;0;0;1511;0;8483
24;Centre-Val de Loire;2024-01-18;01:00;2620;90;8481;534;0;8;0;58;-6550;0;0;534;0;9171
53;Bretagne;2024-01-18;01:00;3558;288;0;934;0;22;-57;54;2317;0;0;799;135;1241
28;Normandie;2024-01-18;01:00;4317;349;10368;154;0;16;0;74;-6643;0;0;101;53;10961
84;Auvergne-Rhône-Alpes;2024-01-18;01:00;8040;144;9844;334;0;4287;-3;132;-6699;0;0;334;0;14738
52;Pays de la Loire;2024-01-18;01:30;3639;578;0;1112;0;2;0;54;1892;0;0;754;358;1746
93;Provence-Alpes-Côte d'Azur;2024-01-18;01:30;4877;1741;0;0;0;1647;0;96;1394;0;0;0;0;3484
32;Hauts-de-France;2024-01-18;01:30;6766;929;4390;615;0;2;0;140;689;0;0;615;0;6076
24;Centre-Val de Loire;2024-01-18;01:30;2698;90;8449;738;0;7;0;58;-6643;0;0;738;0;9342
84;Auvergne-Rhône-Alpes;2024-01-18;01:30;7945;143;9843;351;0;4320;-3;132;-6840;0;0;351;0;14786
53;Bretagne;2024-01-18;01:30;3477;240;0;864;0;22;-57;55;2353;0;0;739;125;1124
28;Normandie;2024-01-18;01:30;4349;354;10369;157;0;16;0;74;-6622;0;0;102;55;10970
11;Île-de-France;2024-01-18;01:30;10103;484;0;46;0;6;0;120;9451;0;0;46;0;656
75;Nouvelle-Aquitaine;2024-01-18;01:30;5175;200;5777;1515;0;926;0;135;-3377;0;0;1515;0;8553
76;Occitanie;2024-01-18;01:30;4536;74;1788;222;0;1805;0;116;532;0;0;222;0;4005
44;Grand Est;2024-01-18;01:30;5464;520;10044;774;0;1008;-177;154;-6858;0;0;774;0;12323
27;Bourgogne-Franche-Comté;2024-01-18;01:30;2530;105;0;768;0;111;0;55;1491;0;0;768;0;1039
11;Île-de-France;2024-01-18;02:00;9802;484;0;62;0;6;0;124;9130;0;0;62;0;676
28;Normandie;2024-01-18;02:00;4379;355;10258;159;0;17;0;75;-6484;0;0;96;63;10864
52;Pays de la Loire;2024-01-18;02:00;3683;580;0;1092;0;2;0;57;1952;0;0;734;358;1731
44;Grand Est;2024-01-18;02:00;5670;526;10043;768;0;1012;-176;154;-6655;0;0;768;0;12327
76;Occitanie;2024-01-18;02:00;4455;74;1788;214;0;1798;0;115;467;0;0;214;0;3989
84;Auvergne-Rhône-Alpes;2024-01-18;02:00;7951;138;9845;381;0;4210;-66;132;-6689;0;0;381;0;14640
32;Hauts-de-France;2024-01-18;02:00;6789;804;4391;720;0;2;0;140;732;0;0;720;0;6057
75;Nouvelle-Aquitaine;2024-01-18;02:00;5026;196;5779;1490;0;856;0;132;-3426;0;0;1490;0;8453
93;Provence-Alpes-Côte d'Azur;2024-01-18;02:00;4850;1755;0;1;0;1552;0;95;1447;0;0;1;0;3403
53;Bretagne;2024-01-18;02:00;3584;240;0;819;0;22;-57;55;2504;0;0;702;117;1079
27;Bourgogne-Franche-Comté;2024-01-18;02:00;2570;106;0;746;0;111;0;54;1554;0;0;746;0;1017
24;Centre-Val de Loire;2024-01-18;02:00;2631;90;8087;964;0;7;0;58;-6574;0;0;964;0;9206
27;Bourgogne-Franche-Comté;2024-01-18;02:30;2619;106;0;741;0;112;0;54;1606;0;0;741;0;1013
76;Occitanie;2024-01-18;02:30;4558;74;1795;215;0;1841;0;116;518;0;0;215;0;4041
75;Nouvelle-Aquitaine;2024-01-18;02:30;5086;196;5777;1462;0;749;0;131;-3229;0;0;1462;0;8315
24;Centre-Val de Loire;2024-01-18;02:30;2635;90;8449;1003;0;6;0;59;-6972;0;0;1003;0;9607
84;Auvergne-Rhône-Alpes;2024-01-18;02:30;8008;138;9847;396;0;4320;-82;130;-6742;0;0;396;0;14749
32;Hauts-de-France;2024-01-18;02:30;6709;826;4392;844;0;2;0;139;505;0;0;844;0;6203
11;Île-de-France;2024-01-18;02:30;9712;477;0;82;0;6;0;125;9022;0;0;82;0;690
28;Normandie;2024-01-18;02:30;4301;349;10232;167;0;17;0;74;-6537;0;0;95;72;10839
93;Provence-Alpes-Côte d'Azur;2024-01-18;02:30;4992;1827;0;6;0;1462;0;96;1602;0;0;6;0;3391
52;Pays de la Loire;2024-01-18;02:30;3693;579;0;1115;0;2;0;56;1941;0;0;756;358;1752
44;Grand Est;2024-01-18;02:30;5664;535;10043;926;0;1011;-312;156;-6694;0;0;926;0;12359
53;Bretagne;2024-01-18;02:30;3563;234;0;799;0;22;-4;55;2458;0;0;664;135;1106
53;Bretagne;2024-01-18;03:00;3471;233;0;758;0;21;-1;55;2404;0;0;618;140;1066
27;Bourgogne-Franche-Comté;2024-01-18;03:00;2548;106;0;685;0;111;0;54;1592;0;0;685;0;956
76;Occitanie;2024-01-18;03:00;4482;74;1810;241;0;1619;0;117;622;0;0;241;0;3861
93;Provence-Alpes-Côte d'Azur;2024-01-18;03:00;4870;1732;0;7;0;1429;0;95;1607;0;0;7;0;3263
84;Auvergne-Rhône-Alpes;2024-01-18;03:00;7866;137;9847;393;0;4158;-82;132;-6720;0;0;393;0;14585
52;Pays de la Loire;2024-01-18;03:00;3582;579;0;1132;0;2;0;56;1813;0;0;774;358;1769
28;Normandie;2024-01-18;03:00;4233;351;10236;174;0;17;0;74;-6618;0;0;106;68;10852
32;Hauts-de-France;2024-01-18;03:00;6601;856;4393;777;0;2;0;140;439;0;0;777;0;6168
75;Nouvelle-Aquitaine;2024-01-18;03:00;4931;196;5776;1462;0;712;0;132;-3347;0;0;1462;0;8278
44;Grand Est;2024-01-18;03:00;5581;517;10045;1185;0;1008;-476;156;-6854;0;0;1185;0;12435
24;Centre-Val de Loire;2024-01-18;03:00;2623;90;8500;1014;0;6;0;60;-7046;0;0;1014;0;9670
11;Île-de-France;2024-01-18;03:00;9539;472;0;88;0;6;0;124;8854;0;0;88;0;690
27;Bourgogne-Franche-Comté;2024-01-18;03:30;2553;106;0;754;0;111;0;55;1527;0;0;754;0;1026
75;Nouvelle-Aquitaine;2024-01-18;03:30;4650;196;5776;1445;0;810;0;134;-3711;0;0;1445;0;8361
28;Normandie;2024-01-18;03:30;4170;353;10255;176;0;17;0;74;-6705;0;0;104;72;10875
93;Provence-Alpes-Côte d'Azur;2024-01-18;03:30;4720;1266;0;5;0;1428;0;95;1926;0;0;5;0;2794
24;Centre-Val de Loire;2024-01-18;03:30;2582;90;8510;1026;0;6;0;61;-7111;0;0;1026;0;9693
53;Bretagne;2024-01-18;03:30;3374;234;0;699;0;67;-1;56;2320;0;0;559;140;1055
84;Auvergne-Rhône-Alpes;2024-01-18;03:30;7792;138;9847;381;0;4049;-82;131;-6672;0;0;381;0;14464
44;Grand Est;2024-01-18;03:30;5554;479;10047;1248;0;1011;-516;155;-6870;0;0;1248;0;12424
32;Hauts-de-France;2024-01-18;03:30;6541;872;4395;634;0;2;0;140;497;0;0;634;0;6043
52;Pays de la Loire;2024-01-18;03:30;3562;581;0;1107;0;2;0;55;1816;0;0;749;358;1745
76;Occitanie;2024-01-18;03:30;4364;73;1823;251;0;1452;-318;114;969;0;0;251;0;3395
11;Île-de-France;2024-01-18;03:30;9478;472;0;94;0;6;0;128;8778;0;0;94;0;700
28;Normandie;2024-01-18;04:00;4107;353;10244;279;0;17;0;74;-6859;0;0;120;158;10967
75;Nouvelle-Aquitaine;2024-01-18;04:00;4553;197;5775;1445;0;864;0;132;-3861;0;0;1445;0;8413
27;Bourgogne-Franche-Comté;2024-01-18;04:00;2478;106;0;848;0;110;0;55;1360;0;0;848;0;1119
24;Centre-Val de Loire;2024-01-18;04:00;2547;90;8424;981;0;6;0;62;-7017;0;0;981;0;9563
76;Occitanie;2024-01-18;04:00;4384;74;1765;236;0;1460;-759;115;1493;0;0;236;0;2891
32;Hauts-de-France;2024-01-18;04:00;6409;915;4396;621;0;2;0;139;338;0;0;621;0;6073
53;Bretagne;2024-01-18;04:00;3322;234;0;641;0;149;-1;57;2242;0;0;501;140;1080
93;Provence-Alpes-Côte d'Azur;2024-01-18;04:00;4522;1199;0;2;0;1422;0;96;1803;0;0;2;0;2719
84;Auvergne-Rhône-Alpes;2024-01-18;04:00;7706;138;9767;392;0;4154;-370;123;-6498;0;0;392;0;14204
44;Grand Est;2024-01-18;04:00;5309;471;10048;1423;0;1008;-515;156;-7281;0;0;1423;0;12591
11;Île-de-France;2024-01-18;04:00;9446;472;0;93;0;6;0;127;8750;0;0;93;0;698
52;Pays de la Loire;2024-01-18;04:00;3574;580;0;1105;0;2;0;56;1831;0;0;746;359;1743
52;Pays de la Loire;2024-01-18;04:30;3549;429;0;1058;0;2;0;56;2004;0;0;700;358;1545
24;Centre-Val de Loire;2024-01-18;04:30;2527;91;8392;926;0;6;0;60;-6949;0;0;926;0;9475
44;Grand Est;2024-01-18;04:30;5315;454;10046;1667;0;1009;-512;156;-7505;0;0;1667;0;12820
75;Nouvelle-Aquitaine;2024-01-18;04:30;4541;196;5774;1370;0;759;0;129;-3686;0;0;1370;0;8228
27;Bourgogne-Franche-Comté;2024-01-18;04:30;2464;106;0;891;0;110;0;54;1303;0;0;891;0;1161
53;Bretagne;2024-01-18;04:30;3305;231;0;612;0;189;-1;57;2218;0;0;472;140;1088
11;Île-de-France;2024-01-18;04:30;9409;472;0;90;0;6;0;128;8713;0;0;90;0;696
32;Hauts-de-France;2024-01-18;04:30;6377;996;4397;661;0;2;0;139;181;0;0;661;0;6195
28;Normandie;2024-01-18;04:30;4085;353;10339;332;0;17;0;75;-7030;0;0;131;201;11116
93;Provence-Alpes-Côte d'Azur;2024-01-18;04:30;4527;1114;0;1;0;1434;0;96;1882;0;0;1;0;2645
84;Auvergne-Rhône-Alpes;2024-01-18;04:30;7611;138;9760;412;0;3854;-444;122;-6232;0;0;412;0;13842
76;Occitanie;2024-01-18;04:30;4182;73;1733;263;0;1307;-846;117;1535;0;0;263;0;2647
11;Île-de-France;2024-01-18;05:00;9523;464;0;85;0;6;0;130;8838;0;0;85;0;685
28;Normandie;2024-01-18;05:00;4092;359;10358;345;0;17;0;74;-7061;0;0;124;222;11153
52;Pays de la Loire;2024-01-18;05:00;3532;421;0;1069;0;2;0;56;1983;0;0;711;358;1548
93;Provence-Alpes-Côte d'Azur;2024-01-18;05:00;4469;1127;0;1;0;1439;0;95;1807;0;0;1;0;2662
27;Bourgogne-Franche-Comté;2024-01-18;05:00;2432;106;0;908;0;110;0;54;1254;0;0;908;0;1178
32;Hauts-de-France;2024-01-18;05:00;6290;1056;4397;699;0;2;0;139;-6;0;0;699;0;6293
76;Occitanie;2024-01-18;05:00;4168;74;1757;384;0;1313;-845;117;1369;0;0;384;0;2800
24;Centre-Val de Loire;2024-01-18;05:00;2552;91;8425;952;0;6;0;59;-6981;0;0;952;0;9533
75;Nouvelle-Aquitaine;2024-01-18;05:00;4558;196;5778;1313;0;718;0;130;-3576;0;0;1313;0;8135
44;Grand Est;2024-01-18;05:00;5284;465;10047;1828;0;1010;-509;155;-7712;0;0;1828;0;12996
53;Bretagne;2024-01-18;05:00;3323;229;0;608;0;204;-1;57;2225;0;0;469;140;1097
84;Auvergne-Rhône-Alpes;2024-01-18;05:00;7638;139;9761;437;0;3857;-724;123;-5955;0;0;437;0;13593
75;Nouvelle-Aquitaine;2024-01-18;05:30;4681;200;5786;1298;0;725;0;130;-3456;0;0;1298;0;8139
11;Île-de-France;2024-01-18;05:30;9825;424;0;90;0;6;0;128;9174;0;0;90;0;648
76;Occitanie;2024-01-18;05:30;4278;74;1781;409;0;1347;-712;117;1261;0;0;409;0;3016
52;Pays de la Loire;2024-01-18;05:30;3693;576;0;1068;0;2;0;55;1992;0;0;709;358;1701
32;Hauts-de-France;2024-01-18;05:30;6383;990;4397;774;0;2;0;140;77;0;0;774;0;6303
44;Grand Est;2024-01-18;05:30;5395;446;10045;1941;0;1006;-506;154;-7690;0;0;1941;0;13086
53;Bretagne;2024-01-18;05:30;3429;229;0;605;0;224;-1;56;2315;0;0;465;140;1113
28;Normandie;2024-01-18;05:30;4183;362;10367;360;0;17;0;74;-6996;0;0;125;235;11180
27;Bourgogne-Franche-Comté;2024-01-18;05:30;2548;106;0;914;0;110;0;54;1364;0;0;914;0;1184
93;Provence-Alpes-Côte d'Azur;2024-01-18;05:30;4508;1203;0;1;0;1473;0;95;1737;0;0;1;0;2772
84;Auvergne-Rhône-Alpes;2024-01-18;05:30;7847;140;9764;445;0;3634;-782;122;-5475;0;0;445;0;13323
24;Centre-Val de Loire;2024-01-18;05:30;2661;91;8454;1014;0;6;0;61;-6965;0;0;1014;0;9626
52;Pays de la Loire;2024-01-18;06:00;3886;588;0;1044;0;2;0;54;2198;0;0;685;358;1688
93;Provence-Alpes-Côte d'Azur;2024-01-18;06:00;4597;1318;0;2;0;1481;0;95;1703;0;0;2;0;2896
84;Auvergne-Rhône-Alpes;2024-01-18;06:00;7877;140;9793;448;0;3777;-745;122;-5657;0;0;448;0;13535
75;Nouvelle-Aquitaine;2024-01-18;06:00;4850;200;5788;1286;0;829;0;128;-3381;0;0;1286;0;8231
28;Normandie;2024-01-18;06:00;4251;361;10369;361;0;17;0;76;-6933;0;0;125;236;11184
44;Grand Est;2024-01-18;06:00;5517;481;10048;1994;0;1002;-503;155;-7659;0;0;1994;0;13177
32;Hauts-de-France;2024-01-18;06:00;6435;1096;4397;767;0;2;0;137;38;0;0;767;0;6399
11;Île-de-France;2024-01-18;06:00;9997;429;0;89;0;6;0;127;9346;0;0;89;0;651
24;Centre-Val de Loire;2024-01-18;06:00;2772;91;8462;1035;0;6;0;60;-6883;0;0;1035;0;9654
53;Bretagne;2024-01-18;06:00;3494;229;0;571;0;225;-1;56;2414;0;0;431;140;1080
27;Bourgogne-Franche-Comté;2024-01-18;06:00;2614;106;0;884;0;109;0;54;1460;0;0;884;0;1153
76;Occitanie;2024-01-18;06:00;4474;74;1831;409;0;1469;-633;116;1208;0;0;409;0;3266
76;Occitanie;2024-01-18;06:30;4467;74;1848;430;0;1519;-363;114;846;0;0;430;0;3622
28;Normandie;2024-01-18;06:30;4377;362;10363;357;0;16;0;78;-6798;0;0;120;237;11176
44;Grand Est;2024-01-18;06:30;6004;488;10047;1960;0;1003;-331;155;-7318;0;0;1960;0;13322
24;Centre-Val de Loire;2024-01-18;06:30;2876;91;8482;1020;0;13;0;60;-6791;0;0;1020;0;9666
32;Hauts-de-France;2024-01-18;06:30;6903;1139;4396;807;0;2;0;128;430;0;0;807;0;6472
52;Pays de la Loire;2024-01-18;06:30;4040;588;0;992;0;2;0;54;2404;0;0;635;357;1636
27;Bourgogne-Franche-Comté;2024-01-18;06:30;2734;106;0;848;0;109;0;52;1619;0;0;848;0;1115
75;Nouvelle-Aquitaine;2024-01-18;06:30;5140;200;5790;1205;0;920;0;125;-3099;0;0;1205;0;8240
93;Provence-Alpes-Côte d'Azur;2024-01-18;06:30;4794;1699;0;1;0;1475;0;94;1526;0;0;1;0;3269
53;Bretagne;2024-01-18;06:30;3691;303;0;556;0;221;-1;56;2555;0;0;417;139;1135
11;Île-de-France;2024-01-18;06:30;10495;473;0;69;0;6;0;128;9819;0;0;69;0;676
84;Auvergne-Rhône-Alpes;2024-01-18;06:30;8153;140;9785;451;0;3933;-372;120;-5904;0;0;451;0;14057
28;Normandie;2024-01-18;07:00;4498;362;10373;345;0;16;0;76;-6674;0;0;109;236;11172
32;Hauts-de-France;2024-01-18;07:00;6999;1467;4398;830;0;2;0;133;170;0;0;830;0;6830
75;Nouvelle-Aquitaine;2024-01-18;07:00;5410;200;5795;1093;0;1054;0;123;-2854;0;0;1093;0;8265
76;Occitanie;2024-01-18;07:00;4902;74;1916;449;0;1937;-24;110;441;0;0;449;0;4462
11;Île-de-France;2024-01-18;07:00;10982;472;0;68;0;5;0;123;10312;0;0;68;0;668
84;Auvergne-Rhône-Alpes;2024-01-18;07:00;8333;138;9814;457;0;4437;-3;120;-6628;0;0;457;0;14963
52;Pays de la Loire;2024-01-18;07:00;4336;589;0;939;0;2;0;54;2752;0;0;587;352;1584
24;Centre-Val de Loire;2024-01-18;07:00;3047;91;8545;930;0;14;0;60;-6594;0;0;930;0;9640
27;Bourgogne-Franche-Comté;2024-01-18;07:00;2892;106;0;811;0;108;0;52;1816;0;0;811;0;1077
44;Grand Est;2024-01-18;07:00;6099;713;10049;2015;0;1000;-3;154;-7829;0;0;2015;0;13928
53;Bretagne;2024-01-18;07:00;3851;515;0;527;0;203;-1;56;2551;0;0;390;137;1300
93;Provence-Alpes-Côte d'Azur;2024-01-18;07:00;5059;1748;0;2;0;1546;0;92;1671;0;0;2;0;3388
44;Grand Est;2024-01-18;07:30;6347;1382;10049;2092;0;999;-1;153;-8326;0;0;2092;0;14674
24;Centre-Val de Loire;2024-01-18;07:30;3183;91;8482;912;0;14;0;59;-6377;0;0;912;0;9558
11;Île-de-France;2024-01-18;07:30;11584;470;0;82;0;5;0;121;10909;0;0;82;0;678
76;Occitanie;2024-01-18;07:30;5124;74;1876;443;0;1987;0;110;633;0;0;443;0;4490
28;Normandie;2024-01-18;07:30;4652;368;10371;344;0;16;0;73;-6520;0;0;112;232;11172
93;Provence-Alpes-Côte d'Azur;2024-01-18;07:30;5171;1880;0;8;0;1550;0;86;1649;0;0;8;0;3524
53;Bretagne;2024-01-18;07:30;4082;685;0;536;0;170;-1;57;2636;0;0;397;139;1447
84;Auvergne-Rhône-Alpes;2024-01-18;07:30;8637;240;9771;468;0;4831;-2;119;-6790;0;0;468;0;15427
52;Pays de la Loire;2024-01-18;07:30;4520;591;0;922;0;2;0;53;2951;0;0;569;354;1568
75;Nouvelle-Aquitaine;2024-01-18;07:30;5724;200;5808;1046;0;1085;0;128;-2542;0;0;1046;0;8267
32;Hauts-de-France;2024-01-18;07:30;7281;1673;4397;792;0;2;0;137;282;0;0;792;0;7001
27;Bourgogne-Franche-Comté;2024-01-18;07:30;3017;106;0;858;0;111;0;51;1891;0;0;858;0;1126
28;Normandie;2024-01-18;08:00;4721;369;10371;339;0;15;0;74;-6447;0;0;106;232;11168
52;Pays de la Loire;2024-01-18;08:00;4716;592;0;840;0;2;0;54;3228;0;0;508;332;1488
32;Hauts-de-France;2024-01-18;08:00;7403;1697;4397;811;0;2;0;137;357;0;0;811;0;7044
84;Auvergne-Rhône-Alpes;2024-01-18;08:00;8946;347;9793;461;0;5445;-2;118;-7216;0;0;461;0;16162
76;Occitanie;2024-01-18;08:00;5224;74;1924;482;0;2579;0;110;55;0;0;482;0;5169
75;Nouvelle-Aquitaine;2024-01-18;08:00;5973;201;5814;868;0;1436;0;125;-2471;0;0;868;0;8444
24;Centre-Val de Loire;2024-01-18;08:00;3312;92;8511;864;0;47;0;59;-6260;0;0;864;0;9573
27;Bourgogne-Franche-Comté;2024-01-18;08:00;3112;105;0;874;0;112;0;53;1969;0;0;874;0;1144
93;Provence-Alpes-Côte d'Azur;2024-01-18;08:00;5305;1905;0;3;0;1542;0;89;1766;0;0;3;0;3539
44;Grand Est;2024-01-18;08:00;6438;1817;10050;2046;0;1003;-1;153;-8629;0;0;2046;0;15068
11;Île-de-France;2024-01-18;08:00;12099;470;0;81;0;5;0;119;11421;0;0;81;0;675
53;Bretagne;2024-01-18;08:00;4150;695;0;518;0;123;-1;57;2758;0;0;383;135;1392
28;Normandie;2024-01-18;08:30;4772;367;10374;360;0;15;0;74;-6418;0;0;130;230;11190
27;Bourgogne-Franche-Comté;2024-01-18;08:30;3143;102;0;826;0;111;0;52;2053;0;0;826;0;1091
76;Occitanie;2024-01-18;08:30;5326;75;1921;500;4;2728;0;112;-12;0;0;500;0;5340
11;Île-de-France;2024-01-18;08:30;12426;470;0;75;0;5;0;118;11758;0;0;75;0;668
75;Nouvelle-Aquitaine;2024-01-18;08:30;6120;203;5816;771;0;1431;0;117;-2217;0;0;771;0;8338
44;Grand Est;2024-01-18;08:30;6481;1849;10049;2037;0;1130;-1;155;-8738;0;0;2037;0;15219
52;Pays de la Loire;2024-01-18;08:30;4823;596;0;814;0;2;0;54;3358;0;0;482;332;1466
93;Provence-Alpes-Côte d'Azur;2024-01-18;08:30;5309;1909;0;1;14;1618;0;88;1679;0;0;1;0;3630
32;Hauts-de-France;2024-01-18;08:30;7442;1696;4396;824;0;2;0;137;387;0;0;824;0;7055
53;Bretagne;2024-01-18;08:30;4262;708;0;487;0;71;-1;56;2942;0;0;361;127;1321
84;Auvergne-Rhône-Alpes;2024-01-18;08:30;9020;486;9781;475;0;5561;-2;117;-7397;0;0;475;0;16418
24;Centre-Val de Loire;2024-01-18;08:30;3341;95;8490;804;0;53;0;58;-6160;0;0;804;0;9500
11;Île-de-France;2024-01-18;09:00;12603;471;0;61;0;5;0;117;11948;0;0;61;0;654
53;Bretagne;2024-01-18;09:00;4295;707;0;448;0;26;-2;56;3059;0;0;321;127;1235
27;Bourgogne-Franche-Comté;2024-01-18;09:00;3135;101;0;781;2;111;0;51;2088;0;0;781;0;1046
76;Occitanie;2024-01-18;09:00;5263;75;1965;482;60;3181;0;112;-611;0;0;482;0;5875
52;Pays de la Loire;2024-01-18;09:00;4697;595;0;773;1;2;0;53;3273;0;0;445;329;1424
32;Hauts-de-France;2024-01-18;09:00;7562;1683;4395;766;0;1;0;133;583;0;0;766;0;6978
93;Provence-Alpes-Côte d'Azur;2024-01-18;09:00;5344;1912;0;1;85;1605;0;89;1652;0;0;1;0;3692
75;Nouvelle-Aquitaine;2024-01-18;09:00;6067;203;5816;630;24;1452;0;118;-2175;0;0;630;0;8243
44;Grand Est;2024-01-18;09:00;6735;1854;10049;2011;3;1131;-1;155;-8467;0;0;2011;0;15202
24;Centre-Val de Loire;2024-01-18;09:00;3348;95;8608;780;1;54;0;58;-6248;0;0;780;0;9596
84;Auvergne-Rhône-Alpes;2024-01-18;09:00;9123;541;9796;477;10;5979;-2;118;-7797;0;0;477;0;16919
28;Normandie;2024-01-18;09:00;4779;365;10368;378;0;15;0;74;-6421;0;0;161;217;11200
75;Nouvelle-Aquitaine;2024-01-18;09:30;6133;198;5818;615;117;1517;0;118;-2249;0;0;615;0;8383
27;Bourgogne-Franche-Comté;2024-01-18;09:30;3125;101;0;754;9;108;0;52;2100;0;0;754;0;1024
52;Pays de la Loire;2024-01-18;09:30;4832;591;0;771;20;2;0;55;3395;0;0;438;333;1439
11;Île-de-France;2024-01-18;09:30;12790;470;0;55;1;5;0;121;12137;0;0;55;0;652
76;Occitanie;2024-01-18;09:30;5390;75;2024;438;211;3354;0;113;-824;0;0;438;0;6215
28;Normandie;2024-01-18;09:30;4788;364;10371;359;1;15;0;74;-6395;0;0;159;200;11184
53;Bretagne;2024-01-18;09:30;4257;707;0;440;6;21;-1;55;3028;0;0;308;132;1228
93;Provence-Alpes-Côte d'Azur;2024-01-18;09:30;5353;1916;0;1;171;1467;0;91;1708;0;0;1;0;3646
44;Grand Est;2024-01-18;09:30;6713;1853;10049;1959;10;1165;-1;156;-8479;0;0;1959;0;15191
84;Auvergne-Rhône-Alpes;2024-01-18;09:30;9308;535;9818;484;37;6592;-2;117;-8272;0;0;484;0;17581
24;Centre-Val de Loire;2024-01-18;09:30;3309;94;8623;661;9;54;0;58;-6189;0;0;661;0;9499
32;Hauts-de-France;2024-01-18;09:30;7472;1677;4395;820;0;1;0;134;447;0;0;820;0;7027
93;Provence-Alpes-Côte d'Azur;2024-01-18;10:00;5375;1911;0;1;227;1424;0;92;1721;0;0;1;0;3655
44;Grand Est;2024-01-18;10:00;6732;1856;10055;1762;19;1145;-1;155;-8258;0;0;1762;0;14991
53;Bretagne;2024-01-18;10:00;4276;709;0;450;22;21;-1;54;3019;0;0;318;132;1255
24;Centre-Val de Loire;2024-01-18;10:00;3288;93;8626;599;24;52;0;57;-6164;0;0;599;0;9451
52;Pays de la Loire;2024-01-18;10:00;4806;591;0;774;66;2;0;54;3320;0;0;425;349;1487
75;Nouvelle-Aquitaine;2024-01-18;10:00;6141;195;5818;556;252;1486;0;115;-2281;0;0;556;0;8422
