Type_Ouvrage,Code_Ligne,Tension,Ville_Depart,Ville_Arrivee,Capacite_MW,Reg_Depart_Code,Reg_Depart,Reg_Arrivee_Code,Reg_Arrivee
AERIEN,P.SEPL61RATIE,225kV,PONT-SEPT,RATIER,400,28,Normandie,28,Normandie
AERIEN,P.SEPL61SANDO,225kV,PONT-SEPT,SANDOUVILLE,400,28,Normandie,28,Normandie
AERIEN,CERGYL71MEZE5,400kV,CERGY,MEZEROLLES,1500,11,Île-de-France,32,Hauts-de-France
AERIEN,CERGYL72MEZE5,400kV,CERGY,MEZEROLLES,1500,11,Île-de-France,32,Hauts-de-France
AERIEN,CREYSL71GEN.P,400kV,CREYS,GENISSIAT-POSTE,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,ARDOIL61TAVEL,225kV,ARDOISE (L ),TAVEL,400,76,Occitanie,76,Occitanie
AERIEN,ARDOIL62TAVEL,225kV,ARDOISE (L ),TAVEL,400,76,Occitanie,76,Occitanie
AERIEN,GRISOL61S.PON,225kV,GRISOLLES,SERRE-PONCON,400,76,Occitanie,93,Provence-Alpes-Côte d'Azur
AERIEN,M.SEIL72VIELM,400kV,MERY-SUR-SEINE,VIELMOULIN,1500,44,Grand Est,27,Bourgogne-Franche-Comté
AERIEN,CARISL61SEREI,225kV,CARISEY,SEREIN,400,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,M.RADL61P.JER,225kV,MARAIS DE RADICATEL (LES),PORT-JEROME,400,28,Normandie,28,Normandie
AERIEN,P.JERL61RATIE,225kV,PORT-JEROME,RATIER,400,28,Normandie,28,Normandie
AERIEN,MERLAL61SIRMI,225kV,MERLATIERE,SIRMIERE,400,52,Pays de la Loire,75,Nouvelle-Aquitaine
AERIEN,BREN5L61VERFE,225kV,BRENS,VERFEIL,400,84,Auvergne-Rhône-Alpes,76,Occitanie
AERIEN,AUSSOL61P.AND,225kV,AUSSOIS,PRAZ-ST-ANDRE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CHEVAL71GAVRE,400kV,CHEVALET,GAVRELLE,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,SOLEIL61VOLVO,225kV,SOLEIL (LE),VOLVON,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CHAZ5L31SOLEI,225kV,CHAZELLES,SOLEIL (LE),400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,AULNOL61P.SAM,225kV,AULNOYE,PONT-SUR-SAMBRE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,MASTAL61P.SAM,225kV,MASTAING,PONT-SUR-SAMBRE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,LIERSL61LOGES,225kV,LIERS,LOGES (LES),400,11,Île-de-France,28,Normandie
AERIEN,LIERSL61LOGES,225kV,LIERS,LOGES (LES),400,11,Île-de-France,28,Normandie
AERIEN,LOGESL61ZLINA,225kV,ESCARGOT,LOGES (LES),400,28,Normandie,28,Normandie
AERIEN,LOGESL61ZLINA,225kV,LOGES (LES),PETIT-BOIS (LE),400,28,Normandie,11,Île-de-France
AERIEN,MOLE L61SSPMA,225kV,MOLE (LA),ST-PIERRE-MAREGES,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,GARCHL61SSELO,225kV,GARCHIZY,ST-ELOI,400,27,Bourgogne-Franche-Comté,84,Auvergne-Rhône-Alpes
AERIEN,GARCHL61ZGIEN,225kV,GARCHIZY,GIEN,400,27,Bourgogne-Franche-Comté,24,Centre-Val de Loire
AERIEN,GARCHL61ZGIEN,225kV,GIEN,TABARDERIE,400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,ESPI5L62ZESPI,225kV,CHAUNAY,DAMBRON,400,75,Nouvelle-Aquitaine,24,Centre-Val de Loire
AERIEN,ESPI5L62ZESPI,225kV,DAMBRON,ESPIERS (LES),400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,CABRIL62REALT,225kV,CABRIES,REALTOR,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,VLEJUL61ZV.BR,225kV,ROBINSON,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,VLEJUL61ZV.BR,225kV,VILLEJUST,ULIS (LES),400,11,Île-de-France,11,Île-de-France
AERIEN,MOUL8L62VLEJU,225kV,MOULINEAUX,VILLEJUST,400,28,Normandie,11,Île-de-France
AERIEN,VLEJUL61ZV.BR,225kV,ROBINSON,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,VLEJUL61ZV.BR,225kV,VILLEJUST,ULIS (LES),400,11,Île-de-France,11,Île-de-France
AERIEN,LIVIEL61SSVIN,225kV,LIVIERE,ST VINCENT,400,93,Provence-Alpes-Côte d'Azur,76,Occitanie
AERIEN,LANDRL61ZR.MA,225kV,LANDRES,STENAY,400,44,Grand Est,44,Grand Est
AERIEN,LANDRL61ZR.MA,225kV,STENAY,JAMETZ,400,44,Grand Est,44,Grand Est
AERIEN,H.PAUL71VIELM,400kV,HENRI-PAUL,VIELMOULIN,1500,93,Provence-Alpes-Côte d'Azur,27,Bourgogne-Franche-Comté
AERIEN,DENNAL61WARAN,225kV,DENNA,WARANDE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,THIERL61ZQUAR,225kV,QUAREZ,THIERS (BRUAY-SUR-L'ESCAUT),400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,THIERL61ZQUAR,225kV,THIERS (BRUAY-SUR-L'ESCAUT),VALENCIENNES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,FAMARL31THIER,225kV,FAMARS,THIERS,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BISSYL61G.ILE,225kV,BISSY,GRANDE-ILE,400,27,Bourgogne-Franche-Comté,84,Auvergne-Rhône-Alpes
AERIEN,G.ILEL31ZC.BA,225kV,CHAPELLE DU BARD (LA),GRANDE-ILE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,G.ILEL31ZC.BA,225kV,GRANDE-ILE,ST-PIERRE-D ALBIGNY,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CANTEL61MOUGU,225kV,CANTEGRIT,MOUGUERRE,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CZTRYL61PLISO,225kV,COURTRY,PLISON,400,11,Île-de-France,11,Île-de-France
AERIEN,CZTRYL61SENAR,225kV,COURTRY,SENART,400,11,Île-de-France,11,Île-de-France
AERIEN,FRASNL71GEN.P,400kV,FRASNE,GENISSIAT-POSTE,1500,27,Bourgogne-Franche-Comté,84,Auvergne-Rhône-Alpes
AERIEN,GEN.PL72VIELM,400kV,GENISSIAT-POSTE,VIELMOULIN,1500,84,Auvergne-Rhône-Alpes,27,Bourgogne-Franche-Comté
AERIEN,CHEV5L61ZBAST,225kV,BRAINS,CHEVIRE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHEV5L61ZBAST,225kV,CHEVIRE,CORDEMAIS-POSTE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHEV5L31SSPAZ,225kV,CHEVIRE,STE-PAZANNE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHEV5L61ZBAST,225kV,BRAINS,CHEVIRE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CHEV5L61ZBAST,225kV,CHEVIRE,CORDEMAIS-POSTE,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,AVELIL71WEPPE,400kV,AVELIN,WEPPES,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,AVELIL72WARAN,400kV,AVELIN,WARANDE,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,B.MONL62ZB.VA,225kV,BEAUCHASTEL,BEAUMONT-MONTEUX,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,B.MONL62ZB.VA,225kV,BEAUMONT-MONTEUX,BOURG-LES-VALENCE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,FLAMAL73MENUE,400kV,FLAMANVILLE,MENUEL DER TA2,1500,28,Normandie,44,Grand Est
AERIEN,VALE8L61ZMANG,225kV,ETOILE-SUR-RHONE,LOGIS-NEUF,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,VALE8L61ZMANG,225kV,LOGIS-NEUF,VALENCE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CPNIEL61PRUNI,225kV,CHAMPAGNIER,PRUNIERES,400,84,Auvergne-Rhône-Alpes,93,Provence-Alpes-Côte d'Azur
AERIEN,BXCHAL62ZB.VA,225kV,BEAUCHASTEL,BEAUMONT-MONTEUX,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BXCHAL62ZB.VA,225kV,BEAUMONT-MONTEUX,BOURG-LES-VALENCE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,AVIGNL61CTAUR,225kV,AVIGNON (POSTE),CHATEAURENARD,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,BARNAL71PALUE,400kV,BARNABOS,PALUEL,1500,28,Normandie,28,Normandie
AERIEN,BARNAL72PALUE,400kV,BARNABOS,PALUEL,1500,28,Normandie,28,Normandie
AERIEN,CHEVIL62RUNGI,225kV,CHEVILLY,RUNGIS,400,11,Île-de-France,11,Île-de-France
AERIEN,BORT L61MOLE,225kV,BORT,MOLE (LA),400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,BXLIEL61ZGRA6,225kV,BEAULIEU,ROUMAGNOLLE,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,BXLIEL61ZGRA6,225kV,ROUMAGNOLLE,GRANZAY,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,P.GASL61PERSA,225kV,PLESSIS-GASSOT,PERSAN,400,11,Île-de-France,11,Île-de-France
AERIEN,CORDEL61ZSSCO,225kV,CORDEAC,PRUNIERES,400,84,Auvergne-Rhône-Alpes,93,Provence-Alpes-Côte d'Azur
AERIEN,CORDEL61ZSSCO,225kV,PRUNIERES,ST-PIERRE-COGNET,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,VINCEL61ZGOLB,225kV,GOLBEY,JEUXEY,400,44,Grand Est,44,Grand Est
AERIEN,VINCEL61ZGOLB,225kV,JEUXEY,VINCEY,400,44,Grand Est,44,Grand Est
AERIEN,VINCEL61ZSSNA,225kV,ETIVAL,ST-NABORD,400,44,Grand Est,44,Grand Est
AERIEN,VINCEL61ZSSNA,225kV,ST-NABORD,VINCEY,400,44,Grand Est,44,Grand Est
AERIEN,AVELIL62EPINE,225kV,AVELIN,EPINETTE,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,DAMERL61VESLE,225kV,DAMERY,VESLE,400,44,Grand Est,44,Grand Est
AERIEN,ORMESL61VESLE,225kV,ORMES,VESLE,400,32,Hauts-de-France,44,Grand Est
AERIEN,SAUS2L61ZV.MO,225kV,LONGEFAN,SAUSSAZ II (LA),400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,SAUS2L61ZV.MO,225kV,SAUSSAZ II (LA),VIEUX-MOULIN,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BONN6L61VALDI,225kV,BONNEAU,VALDIVIENNE,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,BONN6L62VALDI,225kV,BONNEAU,VALDIVIENNE,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CHESNL63RENAR,225kV,CHESNOY (LE),RENARDIERES (LES),400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,LAUNAL72TAUTE,400kV,LAUNAY,TAUTE,1500,28,Normandie,28,Normandie
AERIEN,CXNAYL61ZJUST,225kV,CHAUNAY,DAMBRON,400,75,Nouvelle-Aquitaine,24,Centre-Val de Loire
AERIEN,CXNAYL61ZJUST,225kV,DAMBRON,JUSTICE,400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,CXNAYL41MALAG,225kV,CHAUNAY,MALAGUAY,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,GRIGNL62ZCOQ5,225kV,AQUEDUCS (LES),COQUIBUS,400,11,Île-de-France,32,Hauts-de-France
AERIEN,GRIGNL62ZCOQ5,225kV,COQUIBUS,GRIGNY,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,DARSEL61FEUIL,225kV,DARSE,FEUILLANE,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,DARSEL61FEUIL,225kV,DARSE,FEUILLANE,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,PLUVIL61PRINQ,225kV,PLUVIGNER,PRINQUIAU,400,53,Bretagne,52,Pays de la Loire
AERIEN,BONNIL61MEZE5,225kV,BONNIERES,MEZEROLLES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BONNIL61ZRIC5,225kV,ARPENTS (LES),BONNIERES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BONNIL61ZRIC5,225kV,BONNIERES,RICHEBOURG,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,VALENL61ZQUAR,225kV,QUAREZ,THIERS (BRUAY-SUR-L'ESCAUT),400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,VALENL61ZQUAR,225kV,THIERS (BRUAY-SUR-L'ESCAUT),VALENCIENNES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,MENUEL71TOLLE,400kV,MENUEL,TOLLEVAST,1500,28,Normandie,28,Normandie
AERIEN,GRANZL72PREGU,400kV,GRANZAY,PREGUILLAC,1500,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,POUGEL61SSVIC,225kV,POUGET (LE),ST-VICTOR,400,76,Occitanie,76,Occitanie
AERIEN,GRANZL61SSFLO,225kV,GRANZAY,ST-FLORENT,400,75,Nouvelle-Aquitaine,94,Corse
AERIEN,ALBERL71M.LAN,400kV,ALBERTVILLE,MONTAGNY-LES-LANCHES,1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BREUIL62MOLE,225kV,BREUIL (LE),MOLE (LA),400,84,Auvergne-Rhône-Alpes,75,Nouvelle-Aquitaine
AERIEN,CERGYL61PORCH,225kV,CERGY,PORCHEVILLE,400,11,Île-de-France,11,Île-de-France
AERIEN,PORCHL61PUISE,225kV,PORCHEVILLE,PUISEUX,400,11,Île-de-France,44,Grand Est
AERIEN,EGUZOL72VALDI,400kV,EGUZON,VALDIVIENNE,1500,24,Centre-Val de Loire,75,Nouvelle-Aquitaine
AERIEN,CHOO5L61MAZUR,225kV,CHOOZ,MAZURES,400,44,Grand Est,44,Grand Est
AERIEN,CHOO5L62MAZUR,225kV,CHOOZ,MAZURES,400,44,Grand Est,44,Grand Est
AERIEN,MORBRL61ZORS6,225kV,MORBRAS,ORSONVILLE,400,11,Île-de-France,11,Île-de-France
AERIEN,MORBRL61ZORS6,225kV,ORSONVILLE,VILLEVAUDE,400,11,Île-de-France,11,Île-de-France
AERIEN,LANG6L61MORBR,225kV,LANGLOIS,MORBRAS,400,11,Île-de-France,11,Île-de-France
AERIEN,MORBRL61ZORS6,225kV,MORBRAS,ORSONVILLE,400,11,Île-de-France,11,Île-de-France
AERIEN,MORBRL61ZORS6,225kV,ORSONVILLE,VILLEVAUDE,400,11,Île-de-France,11,Île-de-France
AERIEN,DONZEL61FEROU,225kV,DONZENAC,FEROUGE,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,FEROUL61TALAM,225kV,FEROUGE,TALAMET,400,75,Nouvelle-Aquitaine,76,Occitanie
AERIEN,ALBERL71BATHI,400kV,ALBERTVILLE,BATHIE (LA),1500,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,GAMPAL61ZCPB5,225kV,BEAUMONT-MONTEUX,CHAMPBLAIN,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,GAMPAL61ZCPB5,225kV,CHAMPBLAIN,GAMPALOUP,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,B.MONL62GAMPA,225kV,BEAUMONT-MONTEUX,GAMPALOUP,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CIVAUL76VALDI,400kV,CIVAUX,VALDIVIENNE,1500,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CROIXL61P.ME5,225kV,CROIX (LA),PETIT-MENIN,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,CAIL5L61E.BOT,225kV,CAILLOLS,ENCO-DE-BOTTE,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,MASSYL62VLEJU,225kV,MASSY,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,MASSYL61VLEJU,225kV,MASSY,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,BXTO5L62LATEN,225kV,BEAUTOR(POSTE),LATENA,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,BXTO5L63LATEN,225kV,BEAUTOR(POSTE),LATENA,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,REALTL63SEPTE,225kV,REALTOR,SEPTEMES,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,MAMBEL61PUSY,225kV,MAMBELIN,PUSY,400,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,FARRAL61SAINT,225kV,FARRADIERE (LA),SAINTES,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,PREGUL61SAINT,225kV,PREGUILLAC,SAINTES,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CATTEL71VIGY,400kV,CATTENOM,VIGY,1500,44,Grand Est,44,Grand Est
AERIEN,CERGYL61ZHERB,225kV,CERGY,CORMEILLES,400,11,Île-de-France,28,Normandie
AERIEN,CERGYL61ZHERB,225kV,CORMEILLES,HERBLAY,400,28,Normandie,11,Île-de-France
AERIEN,CERGYL61ZLIES,225kV,CERGY,HAUTE-BORNE,400,11,Île-de-France,11,Île-de-France
AERIEN,CERGYL61ZLIES,225kV,HAUTE-BORNE,LIESSE,400,11,Île-de-France,11,Île-de-France
AERIEN,CERGYL61ZLIE5,225kV,CERGY,LIESSE,400,11,Île-de-France,11,Île-de-France
AERIEN,CERGYL61ZLIE5,225kV,LIESSE,PLESSIS-GASSOT,400,11,Île-de-France,11,Île-de-France
AERIEN,CERGYL62ZHER7,225kV,CERGY,CORMEILLES,400,11,Île-de-France,28,Normandie
AERIEN,CERGYL62ZHER7,225kV,CORMEILLES,HERBLAY,400,28,Normandie,11,Île-de-France
AERIEN,COR.PL61GUERS,225kV,CORDEMAIS-POSTE,GUERSAC,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,GUERSL61ZPRIN,225kV,CORDEMAIS-POSTE,GUERSAC,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,GUERSL61ZPRIN,225kV,GUERSAC,THEIX,400,52,Pays de la Loire,53,Bretagne
AERIEN,CONCAL61P.ROU,225kV,CONCARNEAU,POTEAU-ROUGE,400,53,Bretagne,53,Bretagne
AERIEN,BXTO5L62LATEN,225kV,BEAUTOR(POSTE),LATENA,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,GUEBWL61VOGEL,225kV,GUEBWILLER,VOGELGRUN,400,44,Grand Est,44,Grand Est
AERIEN,.RIDDL61CORNI,225kV,CORNIER,RIDDES,400,84,Auvergne-Rhône-Alpes,0,Étranger
AERIEN,SSOREL61VERFE,225kV,ST-ORENS,VERFEIL,400,76,Occitanie,76,Occitanie
AERIEN,P.SIML62VERFE,225kV,PORTET-ST-SIMON,VERFEIL,400,76,Occitanie,76,Occitanie
AERIEN,ROBI5L61ZV.BR,225kV,ROBINSON,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,ROBI5L61ZV.BR,225kV,VILLEJUST,ULIS (LES),400,11,Île-de-France,11,Île-de-France
AERIEN,MOUL8L62VLEJU,225kV,MOULINEAUX,VILLEJUST,400,28,Normandie,11,Île-de-France
AERIEN,CUBNEL61MQIS,225kV,CUBNEZAIS,MARQUIS (LE),400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,MQIS L31V.BLA,225kV,MARQUIS (LE),VILLENEUVE-DE-BLAYE,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,GRAFFL61SPORE,225kV,GRAFFENSTADEN,SPORENINSEL,400,44,Grand Est,0,Étranger
AERIEN,P.RHIL61STRAS,225kV,PORT-DU-RHIN,STRASBOURG,400,44,Grand Est,44,Grand Est
AERIEN,BEZAUL72VIGY,400kV,BEZAUMONT,VIGY,1500,44,Grand Est,44,Grand Est
AERIEN,BEZAUL71MARL6,400kV,BEZAUMONT,MARLENHEIM,1500,44,Grand Est,44,Grand Est
AERIEN,MARL6L71SCHEE,400kV,MARLENHEIM,SCHEER,1500,44,Grand Est,0,Étranger
AERIEN,H.VINL61HELLE,225kV,HAUT-VINAGE,HELLEMMES,400,32,Hauts-de-France,32,Hauts-de-France
AERIEN,TUILIL61ZSS11,225kV,CUBNEZAIS,SAINT-GERAUD-DE-CORPS,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,TUILIL61ZSS11,225kV,SAINT-GERAUD-DE-CORPS,TUILIERES,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,MAMBEL61PALEN,225kV,MAMBELIN,PALENTE,400,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,VLEJUL61ZLIN7,225kV,LIERS,VILLEJUST,400,11,Île-de-France,11,Île-de-France
AERIEN,VLEJUL61ZLIN7,225kV,VILLEJUST,PETIT-BOIS (LE),400,11,Île-de-France,11,Île-de-France
AERIEN,C.MERL61MOUGI,225kV,CAGNES-SUR-MER,MOUGINS,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,MOUGIL31VALBO,225kV,MOUGINS,VALBONNE,400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,.ARKAL61ARGIA,225kV,ARGIA,ARKALE,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,HERMIL61LONG6,225kV,HERMILLON,LONGEFAN,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BRUGEL61MQIS,225kV,BRUGES,MARQUIS (LE),400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,GEN.PL61VOUGL,225kV,GENISSIAT-POSTE,VOUGLANS,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,BAYETL61SEMIN,225kV,BAYET,SEMINAIRE,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,E.BOTL62PALUN,225kV,ENCO-DE-BOTTE,PALUN (LA),400,93,Provence-Alpes-Côte d'Azur,93,Provence-Alpes-Côte d'Azur
AERIEN,NEMOUL61VLEMA,225kV,NEMOURS,VILLEMANDEUR,400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,PENLYL71PENL5,400kV,PENLY (POSTE CENTRALE),PENLY (POSTE EVACUATION),1500,28,Normandie,28,Normandie
AERIEN,QUINTL61SSCAL,225kV,QUINTES (LES),ST-CALAIS,400,52,Pays de la Loire,52,Pays de la Loire
AERIEN,CLERAL71PLAUD,400kV,CLERAC,PLAUD,1500,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,CPBLAL61ZCPB5,225kV,BEAUMONT-MONTEUX,CHAMPBLAIN,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CPBLAL61ZCPB5,225kV,CHAMPBLAIN,GAMPALOUP,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CPBLAL61ZCPB5,225kV,BEAUMONT-MONTEUX,CHAMPBLAIN,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,CPBLAL61ZCPB5,225kV,CHAMPBLAIN,GAMPALOUP,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,ANNEYL31SSVAL,225kV,ANNEYRON,ST-VALLIER,400,84,Auvergne-Rhône-Alpes,84,Auvergne-Rhône-Alpes
AERIEN,D.BURL62TABAR,225kV,DAMPIERRE-EN-BURLY,TABARDERIE,400,24,Centre-Val de Loire,24,Centre-Val de Loire
AERIEN,P.GASL64ZFAN5,225kV,FALLOU,FANAUDES,400,11,Île-de-France,11,Île-de-France
AERIEN,P.GASL64ZFAN5,225kV,FANAUDES,PLESSIS-GASSOT,400,11,Île-de-France,11,Île-de-France
AERIEN,CHOO2L71LONNY,400kV,CHOOZ B,LONNY,1500,44,Grand Est,44,Grand Est
AERIEN,BOCTOL71MORBR,400kV,BOCTOIS,MORBRAS,1500,44,Grand Est,11,Île-de-France
AERIEN,MAMBEL62PALEN,225kV,MAMBELIN,PALENTE,400,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,BARNAL71ROUGE,400kV,BARNABOS,ROUGEMONTIER,1500,28,Normandie,28,Normandie
AERIEN,MANDAL71WARAN,400kV,MANDARINS,WARANDE,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,ATTAQL72MANDA,400kV,ATTAQUES (LES),MANDARINS,1500,32,Hauts-de-France,32,Hauts-de-France
AERIEN,GRANZL71JUMEA,400kV,GRANZAY,JUMEAUX (LES),1500,75,Nouvelle-Aquitaine,84,Auvergne-Rhône-Alpes
AERIEN,CUPERL61ZCUPE,225kV,CUPERLY,RECY,400,44,Grand Est,44,Grand Est
AERIEN,CUPERL61ZCUPE,225kV,RECY,VESLE,400,44,Grand Est,44,Grand Est
AERIEN,COQUAL61ROUGE,225kV,COQUAINVILLIERS,ROUGEMONTIER,400,28,Normandie,28,Normandie
AERIEN,COQUAL62ROUGE,225kV,COQUAINVILLIERS,ROUGEMONTIER,400,28,Normandie,28,Normandie
AERIEN,CHESNL71VLECH,400kV,CHESNOY (LE),VILLECHETIVE,1500,24,Centre-Val de Loire,27,Bourgogne-Franche-Comté
AERIEN,SEREIL71VLECH,400kV,SEREIN,VILLECHETIVE,1500,27,Bourgogne-Franche-Comté,27,Bourgogne-Franche-Comté
AERIEN,B.EPIL61DOMLO,225kV,BELLE-EPINE,DOMLOUP,400,53,Bretagne,53,Bretagne
AERIEN,DOMLOL62ZSSL7,225kV,BELLE-EPINE,DOMLOUP,400,53,Bretagne,53,Bretagne
AERIEN,DOMLOL62ZSSL7,225kV,DOMLOUP,ST-LAURENT,400,53,Bretagne,44,Grand Est
AERIEN,BACALL61BRUGE,225kV,BACALAN,BRUGES,400,75,Nouvelle-Aquitaine,75,Nouvelle-Aquitaine
AERIEN,BACALL31BLAN5,225kV,BACALAN,BLANQUEFORT (FORD),400,75,Nouvelle-Aquitaine,76,Occitanie
