Code INSEE région;Région;Date;Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Stockage batterie;Déstockage batterie;Eolien terrestre;Eolien offshore;Total gen (MW);nuclear_selected_MW;gen_reduced_MW;nuclear_gen_reduced_MW
11;Île-de-France;2024-01-18;00:00;11026;487;0;24;0;6;0;122;10388;0;0;24;0;639;0.0;639.0;0.0
11;Île-de-France;2024-01-18;01:00;10413;484;0;24;0;6;0;121;9786;0;0;24;0;635;0.0;635.0;0.0
11;Île-de-France;2024-01-18;02:00;9802;484;0;62;0;6;0;124;9130;0;0;62;0;676;0.0;676.0;0.0
11;Île-de-France;2024-01-18;03:00;9539;472;0;88;0;6;0;124;8854;0;0;88;0;690;0.0;690.0;0.0
11;Île-de-France;2024-01-18;04:00;9446;472;0;93;0;6;0;127;8750;0;0;93;0;698;0.0;698.0;0.0
11;Île-de-France;2024-01-18;05:00;9825;424;0;90;0;6;0;128;9174;0;0;90;0;648;0.0;648.0;0.0
11;Île-de-France;2024-01-18;06:00;10495;473;0;69;0;6;0;128;9819;0;0;69;0;676;0.0;676.0;0.0
11;Île-de-France;2024-01-18;07:00;11584;470;0;82;0;5;0;121;10909;0;0;82;0;678;0.0;678.0;0.0
11;Île-de-France;2024-01-18;08:00;12426;470;0;75;0;5;0;118;11758;0;0;75;0;668;0.0;668.0;0.0
11;Île-de-France;2024-01-18;09:00;12790;470;0;55;1;5;0;121;12137;0;0;55;0;652;0.0;652.0;0.0
11;Île-de-France;2024-01-18;10:00;12894;471;0;45;4;5;0;119;12252;0;0;45;0;644;0.0;644.0;0.0
11;Île-de-France;2024-01-18;11:00;12879;470;0;36;20;5;0;118;12232;0;0;36;0;649;0.0;649.0;0.0
11;Île-de-France;2024-01-18;12:00;12801;462;0;29;46;5;0;120;12140;0;0;29;0;662;0.0;662.0;0.0
11;Île-de-France;2024-01-18;13:00;12701;474;0;31;59;5;0;123;12009;0;0;31;0;692;0.0;692.0;0.0
11;Île-de-France;2024-01-18;14:00;12297;470;0;38;57;5;0;132;11596;0;0;38;0;702;0.0;702.0;0.0
11;Île-de-France;2024-01-18;15:00;11989;499;0;32;53;5;0;128;11272;0;0;32;0;717;0.0;717.0;0.0
11;Île-de-France;2024-01-18;16:00;11816;487;0;19;19;5;0;127;11160;0;0;19;0;657;0.0;657.0;0.0
11;Île-de-France;2024-01-18;17:00;12248;485;0;30;1;5;0;123;11603;0;0;30;0;644;0.0;644.0;0.0
11;Île-de-France;2024-01-18;18:00;13003;477;0;21;0;5;0;125;12375;0;0;21;0;628;0.0;628.0;0.0
11;Île-de-France;2024-01-18;19:00;13335;484;0;25;0;5;0;127;12695;0;0;25;0;641;0.0;641.0;0.0
11;Île-de-France;2024-01-18;20:00;13147;487;0;26;0;5;0;126;12504;0;0;26;0;644;0.0;644.0;0.0
11;Île-de-France;2024-01-18;21:00;12512;475;0;28;0;5;0;121;11884;0;0;28;0;629;0.0;629.0;0.0
11;Île-de-France;2024-01-18;22:00;11828;485;0;31;0;5;0;127;11180;0;0;31;0;648;0.0;648.0;0.0
11;Île-de-France;2024-01-18;23:00;11918;486;0;28;0;5;0;130;11270;0;0;28;0;649;0.0;649.0;0.0
11;Île-de-France;2024-02-04;00:00;8370;331;0;19;0;8;0;141;7871;0;0;19;0;499;0.0;499.0;0.0
11;Île-de-France;2024-02-04;01:00;7839;334;0;26;0;8;0;141;7334;0;0;26;0;509;0.0;509.0;0.0
11;Île-de-France;2024-02-04;02:00;7228;335;0;33;0;8;0;140;6718;0;0;33;0;516;0.0;516.0;0.0
11;Île-de-France;2024-02-04;03:00;6840;335;0;30;0;8;0;141;6334;0;0;30;0;514;0.0;514.0;0.0
11;Île-de-France;2024-02-04;04:00;6589;335;0;33;0;7;0;144;6070;0;0;33;0;519;0.0;519.0;0.0
11;Île-de-France;2024-02-04;05:00;6546;335;0;27;0;7;0;140;6037;0;0;27;0;509;0.0;509.0;0.0
11;Île-de-France;2024-02-04;06:00;6684;335;0;30;0;7;0;141;6172;0;0;30;0;513;0.0;513.0;0.0
11;Île-de-France;2024-02-04;07:00;6970;333;0;23;0;7;0;139;6468;0;0;23;0;502;0.0;502.0;0.0
11;Île-de-France;2024-02-04;08:00;7295;333;0;18;0;7;0;142;6795;0;0;18;0;500;0.0;500.0;0.0
11;Île-de-France;2024-02-04;09:00;7830;333;0;21;8;7;0;140;7319;0;0;21;0;509;0.0;509.0;0.0
11;Île-de-France;2024-02-04;10:00;8345;333;0;18;21;7;0;137;7825;0;0;18;0;516;0.0;516.0;0.0
11;Île-de-France;2024-02-04;11:00;8641;333;0;21;43;7;0;139;8096;0;0;21;0;543;0.0;543.0;0.0
11;Île-de-France;2024-02-04;12:00;9013;334;0;33;43;7;0;138;8462;0;0;33;0;555;0.0;555.0;0.0
11;Île-de-France;2024-02-04;13:00;9067;333;0;37;30;7;0;138;8524;0;0;37;0;545;0.0;545.0;0.0
11;Île-de-France;2024-02-04;14:00;8736;334;0;42;26;8;0;141;8190;0;0;42;0;551;0.0;551.0;0.0
11;Île-de-France;2024-02-04;15:00;8642;334;0;46;19;8;0;137;8099;0;0;46;0;544;0.0;544.0;0.0
11;Île-de-France;2024-02-04;16:00;8445;334;0;49;11;8;0;138;7906;0;0;49;0;540;0.0;540.0;0.0
11;Île-de-France;2024-02-04;17:00;8452;333;0;41;2;8;0;135;7934;0;0;41;0;519;0.0;519.0;0.0
11;Île-de-France;2024-02-04;18:00;9068;332;0;44;0;8;0;131;8555;0;0;44;0;515;0.0;515.0;0.0
11;Île-de-France;2024-02-04;19:00;9577;332;0;43;0;8;0;132;9062;0;0;43;0;515;0.0;515.0;0.0
11;Île-de-France;2024-02-04;20:00;9547;330;0;43;0;8;0;130;9037;0;0;43;0;511;0.0;511.0;0.0
11;Île-de-France;2024-02-04;21:00;9060;331;0;47;0;8;0;131;8543;0;0;47;0;517;0.0;517.0;0.0
11;Île-de-France;2024-02-04;22:00;8563;333;0;48;0;8;0;131;8047;0;0;48;0;520;0.0;520.0;0.0
11;Île-de-France;2024-02-04;23:00;8690;333;0;42;0;8;0;134;8175;0;0;42;0;517;0.0;517.0;0.0
11;Île-de-France;2024-03-12;00:00;8225;395;0;37;0;0;0;123;7672;0;0;37;0;555;0.0;555.0;0.0
11;Île-de-France;2024-03-12;01:00;7629;395;0;40;0;0;0;125;7070;0;0;40;0;560;0.0;560.0;0.0
11;Île-de-France;2024-03-12;02:00;7123;395;0;37;0;0;0;128;6565;0;0;37;0;560;0.0;560.0;0.0
11;Île-de-France;2024-03-12;03:00;6855;396;0;35;0;0;0;125;6299;0;0;35;0;556;0.0;556.0;0.0
11;Île-de-France;2024-03-12;04:00;6742;395;0;30;0;0;0;119;6198;0;0;30;0;544;0.0;544.0;0.0
11;Île-de-France;2024-03-12;05:00;7208;395;0;37;0;0;0;117;6659;0;0;37;0;549;0.0;549.0;0.0
11;Île-de-France;2024-03-12;06:00;7996;405;0;42;0;0;0;114;7436;0;0;42;0;561;0.0;561.0;0.0
11;Île-de-France;2024-03-12;07:00;8833;405;0;45;1;0;0;113;8270;0;0;45;0;564;0.0;564.0;0.0
11;Île-de-France;2024-03-12;08:00;9378;561;0;34;20;0;0;107;8656;0;0;34;0;722;0.0;722.0;0.0
11;Île-de-France;2024-03-12;09:00;9457;612;0;25;55;0;0;108;8657;0;0;25;0;800;0.0;800.0;0.0
11;Île-de-France;2024-03-12;10:00;9476;610;0;21;53;0;0;105;8687;0;0;21;0;789;0.0;789.0;0.0
11;Île-de-France;2024-03-12;11:00;9531;612;0;18;54;0;0;105;8737;0;0;18;0;789;0.0;789.0;0.0
11;Île-de-France;2024-03-12;12:00;9775;505;0;33;46;0;0;103;9089;0;0;33;0;687;0.0;687.0;0.0
11;Île-de-France;2024-03-12;13:00;9760;502;0;45;44;0;0;104;9066;0;0;45;0;695;0.0;695.0;0.0
11;Île-de-France;2024-03-12;14:00;9579;499;0;57;33;0;0;108;8883;0;0;57;0;697;0.0;697.0;0.0
11;Île-de-France;2024-03-12;15:00;9361;501;0;60;25;0;0;111;8661;0;0;60;0;697;0.0;697.0;0.0
11;Île-de-France;2024-03-12;16:00;9196;394;0;51;26;0;0;117;8610;0;0;51;0;588;0.0;588.0;0.0
11;Île-de-France;2024-03-12;17:00;9206;390;0;48;19;0;0;120;8635;0;0;48;0;577;0.0;577.0;0.0
11;Île-de-France;2024-03-12;18:00;9680;395;0;45;3;0;0;120;9114;0;0;45;0;563;0.0;563.0;0.0
11;Île-de-France;2024-03-12;19:00;10160;397;0;41;0;0;0;118;9603;0;0;41;0;556;0.0;556.0;0.0
11;Île-de-France;2024-03-12;20:00;9831;402;0;47;0;0;0;118;9263;0;0;47;0;567;0.0;567.0;0.0
11;Île-de-France;2024-03-12;21:00;9229;402;0;58;0;0;0;121;8658;0;0;58;0;581;0.0;581.0;0.0
11;Île-de-France;2024-03-12;22:00;8519;403;0;75;0;0;0;115;7927;0;0;75;0;593;0.0;593.0;0.0
11;Île-de-France;2024-03-12;23:00;8495;404;0;72;0;0;0;119;7895;0;0;72;0;595;0.0;595.0;0.0
11;Île-de-France;2024-06-12;00:00;6008;0;0;1;0;13;0;108;5889;0;0;1;0;122;0.0;122.0;0.0
11;Île-de-France;2024-06-12;01:00;5346;0;0;5;0;13;0;103;5228;0;0;5;0;121;0.0;121.0;0.0
11;Île-de-France;2024-06-12;02:00;4756;0;0;8;0;13;0;109;4628;0;0;8;0;130;0.0;130.0;0.0
11;Île-de-France;2024-06-12;03:00;4553;0;0;11;0;13;0;112;4420;0;0;11;0;136;0.0;136.0;0.0
11;Île-de-France;2024-06-12;04:00;4446;0;0;13;0;13;0;110;4313;0;0;13;0;136;0.0;136.0;0.0
11;Île-de-France;2024-06-12;05:00;4673;0;0;12;0;13;0;111;4540;0;0;12;0;136;0.0;136.0;0.0
11;Île-de-France;2024-06-12;06:00;5234;0;0;16;4;13;0;112;5092;0;0;16;0;145;0.0;145.0;0.0
11;Île-de-France;2024-06-12;07:00;6122;0;0;17;26;13;0;108;5960;0;0;17;0;164;0.0;164.0;0.0
11;Île-de-France;2024-06-12;08:00;6727;0;0;4;78;13;0;112;6522;0;0;4;0;207;0.0;207.0;0.0
11;Île-de-France;2024-06-12;09:00;6924;0;0;0;142;13;0;112;6658;0;0;0;0;267;0.0;267.0;0.0
11;Île-de-France;2024-06-12;10:00;6968;0;0;0;177;13;0;110;6669;0;0;0;0;300;0.0;300.0;0.0
11;Île-de-France;2024-06-12;11:00;7024;0;0;1;173;13;0;109;6728;0;0;1;0;296;0.0;296.0;0.0
11;Île-de-France;2024-06-12;12:00;7228;8;0;2;180;13;0;104;6920;0;0;2;0;307;0.0;307.0;0.0
11;Île-de-France;2024-06-12;13:00;7216;0;0;1;180;13;0;107;6918;0;0;1;0;301;0.0;301.0;0.0
11;Île-de-France;2024-06-12;14:00;6993;8;0;0;168;13;0;107;6698;0;0;0;0;296;0.0;296.0;0.0
11;Île-de-France;2024-06-12;15:00;6830;6;0;0;143;13;0;106;6563;0;0;0;0;268;0.0;268.0;0.0
11;Île-de-France;2024-06-12;16:00;6610;9;0;1;119;13;0;101;6366;0;0;1;0;243;0.0;243.0;0.0
11;Île-de-France;2024-06-12;17:00;6545;9;0;2;117;13;0;106;6301;0;0;2;0;247;0.0;247.0;0.0
11;Île-de-France;2024-06-12;18:00;6637;48;0;4;89;13;0;109;6375;0;0;4;0;263;0.0;263.0;0.0
11;Île-de-France;2024-06-12;19:00;6886;286;0;6;60;13;0;105;6418;0;0;6;0;470;0.0;470.0;0.0
11;Île-de-France;2024-06-12;20:00;6872;287;0;4;46;13;0;107;6416;0;0;4;0;457;0.0;457.0;0.0
11;Île-de-France;2024-06-12;21:00;6606;4;0;3;15;13;0;105;6467;0;0;3;0;140;0.0;140.0;0.0
11;Île-de-France;2024-06-12;22:00;6404;0;0;1;0;13;0;104;6290;0;0;1;0;118;0.0;118.0;0.0
11;Île-de-France;2024-06-12;23:00;6556;0;0;2;0;13;0;106;6437;0;0;2;0;121;0.0;121.0;0.0
11;Île-de-France;2024-06-22;00:00;6119;0;0;62;0;6;0;119;5934;0;0;62;0;187;0.0;187.0;0.0
11;Île-de-France;2024-06-22;01:00;5498;0;0;102;0;6;0;110;5283;0;0;102;0;218;0.0;218.0;0.0
11;Île-de-France;2024-06-22;02:00;4774;0;0;95;0;6;0;108;4568;0;0;95;0;209;0.0;209.0;0.0
11;Île-de-France;2024-06-22;03:00;4517;0;0;75;0;6;0;110;4330;0;0;75;0;191;0.0;191.0;0.0
11;Île-de-France;2024-06-22;04:00;4310;120;0;78;0;6;0;118;3997;0;0;78;0;322;0.0;322.0;0.0
11;Île-de-France;2024-06-22;05:00;4321;126;0;54;0;5;0;116;4018;0;0;54;0;301;0.0;301.0;0.0
11;Île-de-France;2024-06-22;06:00;4389;127;0;33;1;5;0;118;4096;0;0;33;0;284;0.0;284.0;0.0
11;Île-de-France;2024-06-22;07:00;4710;65;0;48;11;5;0;115;4467;0;0;48;0;244;0.0;244.0;0.0
11;Île-de-France;2024-06-22;08:00;4960;0;0;35;23;6;0;119;4784;0;0;35;0;183;0.0;183.0;0.0
11;Île-de-France;2024-06-22;09:00;5509;0;0;39;35;6;0;119;5313;0;0;39;0;199;0.0;199.0;0.0
11;Île-de-France;2024-06-22;10:00;5936;0;0;28;60;5;0;117;5729;0;0;28;0;210;0.0;210.0;0.0
11;Île-de-France;2024-06-22;11:00;6228;0;0;21;129;5;0;116;5962;0;0;21;0;271;0.0;271.0;0.0
11;Île-de-France;2024-06-22;12:00;6417;0;0;16;149;5;0;101;6149;0;0;16;0;271;0.0;271.0;0.0
11;Île-de-France;2024-06-22;13:00;6512;0;0;24;180;5;0;101;6206;0;0;24;0;310;0.0;310.0;0.0
11;Île-de-France;2024-06-22;14:00;6269;0;0;24;184;5;0;110;5957;0;0;24;0;323;0.0;323.0;0.0
11;Île-de-France;2024-06-22;15:00;6090;0;0;36;180;4;0;111;5764;0;0;36;0;331;0.0;331.0;0.0
11;Île-de-France;2024-06-22;16:00;5888;0;0;29;182;4;0;106;5565;0;0;29;0;321;0.0;321.0;0.0
11;Île-de-France;2024-06-22;17:00;5801;0;0;35;162;4;0;110;5494;0;0;35;0;311;0.0;311.0;0.0
11;Île-de-France;2024-06-22;18:00;6143;0;0;42;121;4;0;110;5873;0;0;42;0;277;0.0;277.0;0.0
11;Île-de-France;2024-06-22;19:00;6275;0;0;27;74;4;0;109;6060;0;0;27;0;214;0.0;214.0;0.0
11;Île-de-France;2024-06-22;20:00;6331;0;0;23;60;4;0;111;6130;0;0;23;0;198;0.0;198.0;0.0
11;Île-de-France;2024-06-22;21:00;6093;0;0;19;18;4;0;112;5943;0;0;19;0;153;0.0;153.0;0.0
11;Île-de-France;2024-06-22;22:00;6016;0;0;11;0;4;0;113;5891;0;0;11;0;128;0.0;128.0;0.0
11;Île-de-France;2024-06-22;23:00;6389;0;0;18;0;4;0;113;6258;0;0;18;0;135;0.0;135.0;0.0
11;Île-de-France;2024-08-13;00:00;5810;0;0;66;0;10;0;155;5582;0;0;66;0;231;0.0;231.0;0.0
11;Île-de-France;2024-08-13;01:00;5241;0;0;23;0;10;0;156;5052;0;0;23;0;189;0.0;189.0;0.0
11;Île-de-France;2024-08-13;02:00;4816;0;0;9;0;10;0;154;4648;0;0;9;0;173;0.0;173.0;0.0
11;Île-de-France;2024-08-13;03:00;4616;0;0;7;0;10;0;159;4449;0;0;7;0;176;0.0;176.0;0.0
11;Île-de-France;2024-08-13;04:00;4503;0;0;3;0;10;0;143;4352;0;0;3;0;156;0.0;156.0;0.0
11;Île-de-France;2024-08-13;05:00;4618;0;0;3;0;10;0;141;4474;0;0;3;0;154;0.0;154.0;0.0
11;Île-de-France;2024-08-13;06:00;5128;0;0;2;0;10;0;143;4978;0;0;2;0;155;0.0;155.0;0.0
11;Île-de-France;2024-08-13;07:00;5436;0;0;7;7;10;0;144;5267;0;0;7;0;168;0.0;168.0;0.0
11;Île-de-France;2024-08-13;08:00;5802;0;0;4;30;10;0;147;5616;0;0;4;0;191;0.0;191.0;0.0
11;Île-de-France;2024-08-13;09:00;6065;0;0;1;63;9;0;143;5851;0;0;1;0;216;0.0;216.0;0.0
11;Île-de-France;2024-08-13;10:00;6312;0;0;1;67;10;0;139;6101;0;0;1;0;217;0.0;217.0;0.0
11;Île-de-France;2024-08-13;11:00;6389;0;0;1;100;10;0;122;6160;0;0;1;0;233;0.0;233.0;0.0
11;Île-de-France;2024-08-13;12:00;6604;0;0;0;128;10;0;129;6340;0;0;0;0;267;0.0;267.0;0.0
11;Île-de-France;2024-08-13;13:00;6637;0;0;0;130;10;0;128;6374;0;0;0;0;268;0.0;268.0;0.0
11;Île-de-France;2024-08-13;14:00;6598;0;0;0;134;10;0;127;6334;0;0;0;0;271;0.0;271.0;0.0
11;Île-de-France;2024-08-13;15:00;6542;0;0;0;151;10;0;130;6254;0;0;0;0;291;0.0;291.0;0.0
11;Île-de-France;2024-08-13;16:00;6509;0;0;2;154;10;0;120;6228;0;0;2;0;286;0.0;286.0;0.0
11;Île-de-France;2024-08-13;17:00;6471;0;0;6;90;11;0;125;6243;0;0;6;0;232;0.0;232.0;0.0
11;Île-de-France;2024-08-13;18:00;6489;0;0;8;48;11;0;130;6299;0;0;8;0;197;0.0;197.0;0.0
11;Île-de-France;2024-08-13;19:00;6421;0;0;6;32;11;0;127;6255;0;0;6;0;176;0.0;176.0;0.0
11;Île-de-France;2024-08-13;20:00;6332;0;0;8;24;11;0;129;6165;0;0;8;0;172;0.0;172.0;0.0
11;Île-de-France;2024-08-13;21:00;5947;0;0;6;5;11;0;131;5794;0;0;6;0;153;0.0;153.0;0.0
11;Île-de-France;2024-08-13;22:00;5836;0;0;4;0;11;0;134;5693;0;0;4;0;149;0.0;149.0;0.0
11;Île-de-France;2024-08-13;23:00;6003;0;0;6;0;11;0;138;5853;0;0;6;0;155;0.0;155.0;0.0
11;Île-de-France;2024-09-17;00:00;5763;0;0;59;0;12;0;148;5546;0;0;59;0;219;0.0;219.0;0.0
11;Île-de-France;2024-09-17;01:00;5126;0;0;60;0;12;0;147;4909;0;0;60;0;219;0.0;219.0;0.0
11;Île-de-France;2024-09-17;02:00;4601;0;0;65;0;12;0;144;4382;0;0;65;0;221;0.0;221.0;0.0
11;Île-de-France;2024-09-17;03:00;4406;0;0;66;0;11;0;144;4188;0;0;66;0;221;0.0;221.0;0.0
11;Île-de-France;2024-09-17;04:00;4269;0;0;68;0;11;0;147;4044;0;0;68;0;226;0.0;226.0;0.0
11;Île-de-France;2024-09-17;05:00;4494;0;0;77;0;11;0;147;4269;0;0;77;0;235;0.0;235.0;0.0
11;Île-de-France;2024-09-17;06:00;5262;0;0;64;0;11;0;145;5043;0;0;64;0;220;0.0;220.0;0.0
11;Île-de-France;2024-09-17;07:00;6179;0;0;66;0;11;0;147;5952;0;0;66;0;224;0.0;224.0;0.0
11;Île-de-France;2024-09-17;08:00;6768;0;0;60;9;11;0;149;6544;0;0;60;0;229;0.0;229.0;0.0
11;Île-de-France;2024-09-17;09:00;6956;0;0;73;33;11;0;146;6696;0;0;73;0;263;0.0;263.0;0.0
11;Île-de-France;2024-09-17;10:00;7026;0;0;84;47;11;0;145;6743;0;0;84;0;287;0.0;287.0;0.0
11;Île-de-France;2024-09-17;11:00;7054;0;0;87;89;5;0;144;6732;0;0;87;0;325;0.0;325.0;0.0
11;Île-de-France;2024-09-17;12:00;7234;0;0;92;170;12;0;145;6816;0;0;92;0;419;0.0;419.0;0.0
11;Île-de-France;2024-09-17;13:00;7307;0;0;92;171;12;0;144;6888;0;0;92;0;419;0.0;419.0;0.0
11;Île-de-France;2024-09-17;14:00;7221;0;0;96;161;12;0;148;6806;0;0;96;0;417;0.0;417.0;0.0
11;Île-de-France;2024-09-17;15:00;6952;0;0;97;182;12;0;148;6515;0;0;97;0;439;0.0;439.0;0.0
11;Île-de-France;2024-09-17;16:00;6726;0;0;98;210;11;0;142;6265;0;0;98;0;461;0.0;461.0;0.0
11;Île-de-France;2024-09-17;17:00;6703;0;0;104;172;11;0;150;6267;0;0;104;0;437;0.0;437.0;0.0
11;Île-de-France;2024-09-17;18:00;6797;0;0;108;64;11;0;150;6466;0;0;108;0;333;0.0;333.0;0.0
11;Île-de-France;2024-09-17;19:00;7168;0;0;64;13;11;0;148;6933;0;0;64;0;236;0.0;236.0;0.0
11;Île-de-France;2024-09-17;20:00;7247;0;0;60;2;11;0;149;7026;0;0;60;0;222;0.0;222.0;0.0
11;Île-de-France;2024-09-17;21:00;7030;0;0;78;0;11;0;149;6793;0;0;78;0;238;0.0;238.0;0.0
11;Île-de-France;2024-09-17;22:00;6416;0;0;91;0;11;0;151;6172;0;0;91;0;253;0.0;253.0;0.0
11;Île-de-France;2024-09-17;23:00;6398;0;0;93;0;11;0;152;6144;0;0;93;0;256;0.0;256.0;0.0
11;Île-de-France;2024-10-04;00:00;6979;0;0;58;0;9;0;124;6790;0;0;58;0;191;0.0;191.0;0.0
11;Île-de-France;2024-10-04;01:00;6333;0;0;55;0;9;0;126;6146;0;0;55;0;190;0.0;190.0;0.0
11;Île-de-France;2024-10-04;02:00;5640;0;0;56;0;9;0;126;5449;0;0;56;0;191;0.0;191.0;0.0
11;Île-de-France;2024-10-04;03:00;5311;1;0;62;0;9;0;128;5110;0;0;62;0;200;0.0;200.0;0.0
11;Île-de-France;2024-10-04;04:00;5253;0;0;48;0;9;0;126;5070;0;0;48;0;183;0.0;183.0;0.0
11;Île-de-France;2024-10-04;05:00;5597;0;0;37;0;9;0;128;5423;0;0;37;0;174;0.0;174.0;0.0
11;Île-de-France;2024-10-04;06:00;6463;0;0;44;0;10;0;122;6288;0;0;44;0;176;0.0;176.0;0.0
11;Île-de-France;2024-10-04;07:00;7740;0;0;56;0;10;0;123;7554;0;0;56;0;189;0.0;189.0;0.0
11;Île-de-France;2024-10-04;08:00;8374;446;0;45;5;10;0;120;7748;0;0;45;0;626;0.0;626.0;0.0
11;Île-de-France;2024-10-04;09:00;8616;452;0;28;54;10;0;119;7953;0;0;28;0;663;0.0;663.0;0.0
11;Île-de-France;2024-10-04;10:00;8602;474;0;18;90;10;0;117;7893;0;0;18;0;709;0.0;709.0;0.0
11;Île-de-France;2024-10-04;11:00;8465;70;0;9;163;10;0;127;8088;0;0;9;0;379;0.0;379.0;0.0
11;Île-de-France;2024-10-04;12:00;8437;5;0;4;228;10;0;124;8067;0;0;4;0;371;0.0;371.0;0.0
11;Île-de-France;2024-10-04;13:00;8331;5;0;5;243;10;0;126;7947;0;0;5;0;389;0.0;389.0;0.0
11;Île-de-France;2024-10-04;14:00;8028;0;0;9;252;10;0;122;7641;0;0;9;0;393;0.0;393.0;0.0
11;Île-de-France;2024-10-04;15:00;7701;0;0;8;232;9;0;125;7319;0;0;8;0;374;0.0;374.0;0.0
11;Île-de-France;2024-10-04;16:00;7460;0;0;8;190;9;0;129;7115;0;0;8;0;336;0.0;336.0;0.0
11;Île-de-France;2024-10-04;17:00;7404;0;0;10;91;9;0;129;7168;0;0;10;0;239;0.0;239.0;0.0
11;Île-de-France;2024-10-04;18:00;7554;0;0;4;32;9;0;124;7388;0;0;4;0;169;0.0;169.0;0.0
11;Île-de-France;2024-10-04;19:00;8012;0;0;3;1;9;0;135;7866;0;0;3;0;148;0.0;148.0;0.0
11;Île-de-France;2024-10-04;20:00;8261;0;0;2;0;9;0;135;8116;0;0;2;0;146;0.0;146.0;0.0
11;Île-de-France;2024-10-04;21:00;7802;0;0;1;0;9;0;142;7651;0;0;1;0;152;0.0;152.0;0.0
11;Île-de-France;2024-10-04;22:00;7322;0;0;2;0;9;0;136;7177;0;0;2;0;147;0.0;147.0;0.0
11;Île-de-France;2024-10-04;23:00;7414;0;0;9;0;9;0;138;7260;0;0;9;0;156;0.0;156.0;0.0
11;Île-de-France;2024-11-04;00:00;7486;140;0;1;0;9;0;138;7198;0;0;1;0;288;0.0;288.0;0.0
11;Île-de-France;2024-11-04;01:00;6972;141;0;0;0;11;0;138;6680;0;0;0;0;290;0.0;290.0;0.0
11;Île-de-France;2024-11-04;02:00;6388;140;0;0;0;11;0;137;6102;0;0;0;0;288;0.0;288.0;0.0
11;Île-de-France;2024-11-04;03:00;6140;140;0;1;0;11;0;141;5851;0;0;1;0;293;0.0;293.0;0.0
11;Île-de-France;2024-11-04;04:00;6039;138;0;1;0;11;0;133;5755;0;0;1;0;283;0.0;283.0;0.0
11;Île-de-France;2024-11-04;05:00;6402;139;0;1;0;11;0;131;6118;0;0;1;0;282;0.0;282.0;0.0
11;Île-de-France;2024-11-04;06:00;7258;140;0;1;0;10;0;127;6979;0;0;1;0;278;0.0;278.0;0.0
11;Île-de-France;2024-11-04;07:00;8338;140;0;2;0;10;0;128;8058;0;0;2;0;280;0.0;280.0;0.0
11;Île-de-France;2024-11-04;08:00;9012;141;0;1;8;10;0;125;8727;0;0;1;0;285;0.0;285.0;0.0
11;Île-de-France;2024-11-04;09:00;9344;143;0;1;42;10;0;121;9027;0;0;1;0;317;0.0;317.0;0.0
11;Île-de-France;2024-11-04;10:00;9265;156;0;1;67;10;0;116;8917;0;0;1;0;350;0.0;350.0;0.0
11;Île-de-France;2024-11-04;11:00;9175;232;0;0;125;10;0;128;8681;0;0;0;0;495;0.0;495.0;0.0
11;Île-de-France;2024-11-04;12:00;9094;256;0;1;166;10;0;131;8531;0;0;1;0;564;0.0;564.0;0.0
11;Île-de-France;2024-11-04;13:00;8965;256;0;1;193;10;0;134;8371;0;0;1;0;594;0.0;594.0;0.0
11;Île-de-France;2024-11-04;14:00;8607;257;0;2;187;11;0;134;8017;0;0;2;0;591;0.0;591.0;0.0
11;Île-de-France;2024-11-04;15:00;8308;260;0;1;137;11;0;130;7769;0;0;1;0;539;0.0;539.0;0.0
11;Île-de-France;2024-11-04;16:00;8066;262;0;2;29;11;0;131;7631;0;0;2;0;435;0.0;435.0;0.0
11;Île-de-France;2024-11-04;17:00;8433;263;0;2;3;11;0;132;8022;0;0;2;0;411;0.0;411.0;0.0
11;Île-de-France;2024-11-04;18:00;9134;280;0;1;0;11;0;131;8713;0;0;1;0;423;0.0;423.0;0.0
11;Île-de-France;2024-11-04;19:00;9545;854;0;1;0;11;0;128;8553;0;0;1;0;994;0.0;994.0;0.0
11;Île-de-France;2024-11-04;20:00;9420;865;0;1;0;11;0;123;8426;0;0;1;0;1000;0.0;1000.0;0.0
11;Île-de-France;2024-11-04;21:00;8737;310;0;0;0;11;0;125;8291;0;0;0;0;446;0.0;446.0;0.0
11;Île-de-France;2024-11-04;22:00;8109;263;0;1;0;11;0;124;7710;0;0;1;0;399;0.0;399.0;0.0
11;Île-de-France;2024-11-04;23:00;8131;263;0;1;0;11;0;126;7730;0;0;1;0;401;0.0;401.0;0.0
11;Île-de-France;2024-12-02;00:00;8735;146;0;54;0;5;0;140;8391;0;0;54;0;345;0.0;345.0;0.0
11;Île-de-France;2024-12-02;01:00;8031;146;0;43;0;5;0;130;7708;0;0;43;0;324;0.0;324.0;0.0
11;Île-de-France;2024-12-02;02:00;7374;146;0;62;0;5;0;132;7029;0;0;62;0;345;0.0;345.0;0.0
11;Île-de-France;2024-12-02;03:00;7136;146;0;65;0;5;0;136;6787;0;0;65;0;352;0.0;352.0;0.0
11;Île-de-France;2024-12-02;04:00;6840;145;0;75;0;5;0;127;6489;0;0;75;0;352;0.0;352.0;0.0
11;Île-de-France;2024-12-02;05:00;7170;146;0;68;0;5;0;140;6812;0;0;68;0;359;0.0;359.0;0.0
